""	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Probes"	"Symbol"	"Ensembl_id"	"Biotype1"	"Biotype2"	"Synonyms"	"Platform"
"213835_x_at"	5.95e-10	1.6e-11	7.03	15.730723	0.202	"213835_x_at"	"GTPBP3"	"ENSG00000130299|ENST00000598038"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"GTPBP3|GTPBP3-216"	"GPL570"
"218703_at"	6.03e-10	1.62e-11	-7.03	15.715451	-0.29	"218703_at"	"SEC22A"	"ENSG00000121542"	"gene"	"protein_coding"	"SEC22A"	"GPL570"
"219467_at"	6.02e-10	1.62e-11	-7.03	15.718359	-0.657	"219467_at"	"GIN1"	"ENSG00000145723|ENST00000507478"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"GIN1|GIN1-202"	"GPL570"
"222924_at"	6.23e-10	1.68e-11	-7.02	15.68094	-0.467	"222924_at"	"SLMAP"	"ENSG00000163681"	"gene"	"protein_coding"	"SLMAP"	"GPL570"
"202641_at"	6.22e-10	1.68e-11	-7.02	15.683794	-0.312	"202641_at"	"ARL3"	"ENSG00000138175"	"gene"	"protein_coding"	"ARL3"	"GPL570"
"226156_at"	6.24e-10	1.69e-11	7.02	15.679569	0.211	"226156_at"	"AKT2"	"ENSG00000105221"	"gene"	"protein_coding"	"AKT2"	"GPL570"
"235409_at"	6.26e-10	1.69e-11	7.02	15.675167	0.316	"235409_at"	"MGA"	"ENSG00000174197"	"gene"	"protein_coding"	"MGA"	"GPL570"
"204297_at"	6.33e-10	1.72e-11	-7.02	15.661778	-0.222	"204297_at"	"PIK3C3"	"ENSG00000078142|ENST00000593098|ENST00000588156|ENST00000587328"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron"	"PIK3C3|PIK3C3-215|PIK3C3-208|PIK3C3-206"	"GPL570"
"209001_s_at"	6.33e-10	1.72e-11	-7.02	15.661687	-0.264	"209001_s_at"	"ANAPC13"	"ENSG00000129055"	"gene"	"protein_coding"	"ANAPC13"	"GPL570"
"226987_at"	6.36e-10	1.73e-11	7.02	15.655025	0.193	"226987_at"	"RBM15B"	"ENSG00000259956"	"gene"	"protein_coding"	"RBM15B"	"GPL570"
"230747_s_at"	6.51e-10	1.77e-11	-7.01	15.630747	-0.456	"230747_s_at"	"TTC39C"	"ENST00000578150|ENSG00000168234"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"TTC39C-205|TTC39C"	"GPL570"
"223273_at"	6.51e-10	1.77e-11	-7.01	15.631727	-0.562	"223273_at"	"GON7"	"ENSG00000170270"	"gene"	"protein_coding"	"GON7"	"GPL570"
"200045_at"	6.51e-10	1.78e-11	7.01	15.628988	0.231	"200045_at"	"ABCF1"	"ENSG00000204574"	"gene"	"protein_coding"	"ABCF1"	"GPL570"
"205527_s_at"	6.54e-10	1.78e-11	7.01	15.623821	0.298	"205527_s_at"	"GEMIN4"	"ENSG00000179409"	"gene"	"protein_coding"	"GEMIN4"	"GPL570"
"237747_at"	6.58e-10	1.8e-11	7.01	15.618088	0.355	"237747_at"	"FAM107B"	"ENST00000471815|ENST00000464952|ENST00000495292|ENSG00000065809"	"lnc_RNA|lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|processed_transcript|protein_coding"	"FAM107B-212|FAM107B-209|FAM107B-227|FAM107B"	"GPL570"
"233369_at"	6.7e-10	1.83e-11	-7.01	15.599809	-0.379	"233369_at"	"SOS2"	"ENSG00000100485"	"gene"	"protein_coding"	"SOS2"	"GPL570"
"226012_at"	6.82e-10	1.86e-11	7.01	15.581416	0.166	"226012_at"	"ANKRD11"	"ENST00000645212|ENST00000568100|ENST00000562194|ENST00000646345|ENSG00000167522|ENST00000567699"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|gene|lnc_RNA"	"retained_intron|retained_intron|retained_intron|retained_intron|protein_coding|processed_transcript"	"ANKRD11-230|ANKRD11-215|ANKRD11-205|ANKRD11-236|ANKRD11|ANKRD11-213"	"GPL570"
"244646_at"	6.87e-10	1.88e-11	7	15.573848	0.371	"244646_at"	"MSI2"	"ENST00000582453|ENST00000579205|ENSG00000153944"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|protein_coding"	"MSI2-215|MSI2-207|MSI2"	"GPL570"
"203594_at"	6.9e-10	1.89e-11	-7	15.568272	-0.306	"203594_at"	"RTCA"	"ENSG00000137996"	"gene"	"protein_coding"	"RTCA"	"GPL570"
"204905_s_at"	6.9e-10	1.89e-11	-7	15.568279	-0.742	"204905_s_at"	"EEF1E1"	"ENSG00000265818|ENSG00000124802"	"gene|gene"	"protein_coding|protein_coding"	"EEF1E1-BLOC1S5|EEF1E1"	"GPL570"
"227295_at"	6.92e-10	1.9e-11	-7	15.564947	-0.57	"227295_at"	"IKBIP"	"ENSG00000166130"	"gene"	"protein_coding"	"IKBIP"	"GPL570"
"226116_at"	6.95e-10	1.91e-11	7	15.559065	0.22	"226116_at"	"DFFA"	"ENSG00000160049"	"gene"	"protein_coding"	"DFFA"	"GPL570"
"212288_at"	7e-10	1.92e-11	7	15.550661	0.234	"212288_at"	"FNBP1"	"ENSG00000187239"	"gene"	"protein_coding"	"FNBP1"	"GPL570"
"1553510_s_at"	6.98e-10	1.92e-11	-7	15.553831	-0.289	"1553510_s_at"	"CNOT9"	"ENST00000473626|ENSG00000144580"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"CNOT9-206|CNOT9"	"GPL570"
"212144_at"	7.16e-10	1.97e-11	7	15.526182	0.246	"212144_at"	"SUN2"	"ENSG00000100242"	"gene"	"protein_coding"	"SUN2"	"GPL570"
"200961_at"	7.15e-10	1.97e-11	-7	15.527376	-0.177	"200961_at"	"SEPHS2"	"ENSG00000179918"	"gene"	"protein_coding"	"SEPHS2"	"GPL570"
"225315_at"	7.17e-10	1.98e-11	-7	15.524187	-0.29	"225315_at"	"MRPL21"	"ENSG00000197345"	"gene"	"protein_coding"	"MRPL21"	"GPL570"
"235064_s_at"	7.2e-10	1.99e-11	-7	15.519458	-0.233	"235064_s_at"	"SHLD1"	"ENSG00000171984"	"gene"	"protein_coding"	"SHLD1"	"GPL570"
"211653_x_at"	7.24e-10	2e-11	-6.99	15.513767	-0.358	"211653_x_at"	"AKR1C4"	"ENSG00000198610"	"gene"	"protein_coding"	"AKR1C4"	"GPL570"
"204630_s_at"	7.29e-10	2.02e-11	6.99	15.505391	0.173	"204630_s_at"	"GOSR1"	"ENST00000494918|ENST00000477885|ENSG00000108587"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"GOSR1-209|GOSR1-207|GOSR1"	"GPL570"
"225382_at"	7.41e-10	2.05e-11	6.99	15.487455	0.341	"225382_at"	"ZNF275"	"ENSG00000063587|ENST00000438239"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"ZNF275|ZNF275-203"	"GPL570"
"227041_at"	7.42e-10	2.06e-11	-6.99	15.485683	-0.365	"227041_at"	"SESTD1"	"ENSG00000187231"	"gene"	"protein_coding"	"SESTD1"	"GPL570"
"214661_s_at"	7.6e-10	2.11e-11	6.99	15.460956	0.251	"214661_s_at"	"NOP14"	"ENST00000507120|ENSG00000087269"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"NOP14-205|NOP14"	"GPL570"
"1561597_x_at"	7.65e-10	2.13e-11	6.98	15.451592	0.431	"1561597_x_at"	"GTF2IRD2B"	"ENST00000611835|ENSG00000174428"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"GTF2IRD2B-204|GTF2IRD2B"	"GPL570"
"226820_at"	7.66e-10	2.14e-11	6.98	15.44991	0.221	"226820_at"	"ZNF362"	"ENSG00000160094"	"gene"	"protein_coding"	"ZNF362"	"GPL570"
"225989_at"	7.71e-10	2.15e-11	-6.98	15.442027	-0.498	"225989_at"	"HERC4"	"ENSG00000148634"	"gene"	"protein_coding"	"HERC4"	"GPL570"
"208113_x_at"	7.71e-10	2.15e-11	6.98	15.443066	0.138	"208113_x_at"	"PABPC3"	"ENSG00000151846"	"gene"	"protein_coding"	"PABPC3"	"GPL570"
"236436_at"	7.73e-10	2.16e-11	6.98	15.439243	0.27	"236436_at"	"SLC25A45"	"ENSG00000162241|ENST00000534338|ENST00000531791"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"SLC25A45|SLC25A45-215|SLC25A45-212"	"GPL570"
"201434_at"	7.75e-10	2.17e-11	-6.98	15.435441	-0.138	"201434_at"	"TTC1"	"ENSG00000113312|ENST00000522073"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"TTC1|TTC1-204"	"GPL570"
"212480_at"	7.76e-10	2.17e-11	6.98	15.433078	0.194	"212480_at"	"SPECC1L"	"ENSG00000100014|ENSG00000258555"	"gene|gene"	"protein_coding|protein_coding"	"SPECC1L|SPECC1L-ADORA2A"	"GPL570"
"230165_at"	7.76e-10	2.17e-11	-6.98	15.43416	-0.551	"230165_at"	"SGO2"	"ENSG00000163535"	"gene"	"protein_coding"	"SGO2"	"GPL570"
"201800_s_at"	7.83e-10	2.19e-11	6.98	15.424047	0.146	"201800_s_at"	"OSBP"	"ENSG00000110048"	"gene"	"protein_coding"	"OSBP"	"GPL570"
"202474_s_at"	7.87e-10	2.2e-11	6.98	15.418777	0.245	"202474_s_at"	"HCFC1"	"ENSG00000172534"	"gene"	"protein_coding"	"HCFC1"	"GPL570"
"206513_at"	7.9e-10	2.22e-11	-6.98	15.413724	-0.677	"206513_at"	"AIM2"	"ENSG00000163568"	"gene"	"protein_coding"	"AIM2"	"GPL570"
"200619_at"	7.97e-10	2.24e-11	6.98	15.405071	0.25	"200619_at"	"SF3B2"	"ENSG00000087365"	"gene"	"protein_coding"	"SF3B2"	"GPL570"
"201763_s_at"	8.03e-10	2.26e-11	6.97	15.396365	0.194	"201763_s_at"	"DAXX"	"ENSG00000204209"	"gene"	"protein_coding"	"DAXX"	"GPL570"
"209303_at"	8.03e-10	2.26e-11	-6.97	15.395618	-0.624	"209303_at"	"NDUFS4"	"ENSG00000164258"	"gene"	"protein_coding"	"NDUFS4"	"GPL570"
"221434_s_at"	8.07e-10	2.27e-11	-6.97	15.391173	-0.526	"221434_s_at"	"SLIRP"	"ENST00000556956|ENSG00000119705"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"SLIRP-208|SLIRP"	"GPL570"
"205771_s_at"	8.14e-10	2.29e-11	-6.97	15.381387	-0.607	"205771_s_at"	"AKAP7"	"ENSG00000118507"	"gene"	"protein_coding"	"AKAP7"	"GPL570"
"202513_s_at"	8.19e-10	2.31e-11	6.97	15.374051	0.176	"202513_s_at"	"PPP2R5D"	"ENST00000676174|ENSG00000112640"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"PPP2R5D-210|PPP2R5D"	"GPL570"
"226252_at"	8.26e-10	2.33e-11	6.97	15.364667	0.298	"226252_at"	"ZBTB20"	"ENSG00000181722"	"gene"	"protein_coding"	"ZBTB20"	"GPL570"
"228752_at"	8.26e-10	2.33e-11	6.97	15.363831	0.198	"228752_at"	"CRACR2A"	"ENSG00000130038"	"gene"	"protein_coding"	"CRACR2A"	"GPL570"
"236166_at"	8.31e-10	2.35e-11	-6.97	15.357634	-0.51	"236166_at"	"KIDINS220"	"ENSG00000134313"	"gene"	"protein_coding"	"KIDINS220"	"GPL570"
"205412_at"	8.32e-10	2.35e-11	-6.97	15.355691	-0.413	"205412_at"	"ACAT1"	"ENST00000533597|ENSG00000075239|ENST00000671707"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|processed_transcript"	"ACAT1-210|ACAT1|ACAT1-213"	"GPL570"
"212579_at"	8.37e-10	2.37e-11	-6.97	15.349694	-0.429	"212579_at"	"SMCHD1"	"ENSG00000101596"	"gene"	"protein_coding"	"SMCHD1"	"GPL570"
"212605_s_at"	8.45e-10	2.39e-11	6.96	15.339383	0.278	"212605_s_at"	"NUDT3"	"ENSG00000272325"	"gene"	"protein_coding"	"NUDT3"	"GPL570"
"204903_x_at"	8.55e-10	2.42e-11	6.96	15.327363	0.19	"204903_x_at"	"ATG4B"	"ENST00000475693|ENSG00000168397|ENST00000494465|ENST00000482507"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|retained_intron|retained_intron"	"ATG4B-217|ATG4B|ATG4B-225|ATG4B-220"	"GPL570"
"209833_at"	8.56e-10	2.43e-11	-6.96	15.324839	-0.264	"209833_at"	"CRADD"	"ENST00000548330|ENSG00000169372|ENST00000609189|ENST00000550030"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"processed_transcript|protein_coding|processed_transcript|processed_transcript"	"CRADD-204|CRADD|CRADD-212|CRADD-207"	"GPL570"
"243630_at"	8.56e-10	2.43e-11	6.96	15.324254	0.239	"243630_at"	"NDUFB1"	"ENSG00000183648"	"gene"	"protein_coding"	"NDUFB1"	"GPL570"
"222691_at"	8.56e-10	2.43e-11	-6.96	15.325455	-0.414	"222691_at"	"SLC35B3"	"ENSG00000124786"	"gene"	"protein_coding"	"SLC35B3"	"GPL570"
"208880_s_at"	8.61e-10	2.45e-11	6.96	15.317867	0.195	"208880_s_at"	"PRPF6"	"ENSG00000101161"	"gene"	"protein_coding"	"PRPF6"	"GPL570"
"1559025_at"	8.76e-10	2.49e-11	6.96	15.300606	0.359	"1559025_at"	"SEPTIN9"	"ENSG00000184640|ENST00000590294|ENST00000592420|ENST00000589250"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron"	"SEPTIN9|SEPTIN9-228|SEPTIN9-244|SEPTIN9-225"	"GPL570"
"208869_s_at"	8.85e-10	2.52e-11	-6.96	15.288942	-0.384	"208869_s_at"	"GABARAPL1"	"ENSG00000139112"	"gene"	"protein_coding"	"GABARAPL1"	"GPL570"
"208398_s_at"	8.92e-10	2.54e-11	-6.95	15.280117	-0.292	"208398_s_at"	"TBPL1"	"ENST00000477527|ENSG00000028839"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"TBPL1-206|TBPL1"	"GPL570"
"226885_at"	8.96e-10	2.55e-11	-6.95	15.275973	-0.656	"226885_at"	"RNF217"	"ENSG00000146373"	"gene"	"protein_coding"	"RNF217"	"GPL570"
"228907_at"	9e-10	2.57e-11	6.95	15.270863	0.297	"228907_at"	"AC026471.4"	"ENSG00000261474|ENST00000569291"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC026471.4|AC026471.4-201"	"GPL570"
"222488_s_at"	9.08e-10	2.6e-11	-6.95	15.260177	-0.275	"222488_s_at"	"DCTN4"	"ENSG00000132912"	"gene"	"protein_coding"	"DCTN4"	"GPL570"
"214696_at"	9.15e-10	2.62e-11	-6.95	15.2521	-0.398	"214696_at"	"MIR22HG"	"ENSG00000186594|ENST00000334146|ENST00000574306"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"MIR22HG|MIR22HG-201|MIR22HG-208"	"GPL570"
"223047_at"	9.19e-10	2.63e-11	-6.95	15.247087	-0.325	"223047_at"	"CMTM6"	"ENSG00000091317"	"gene"	"protein_coding"	"CMTM6"	"GPL570"
"221903_s_at"	9.18e-10	2.63e-11	-6.95	15.248738	-0.241	"221903_s_at"	"CYLD"	"ENSG00000083799"	"gene"	"protein_coding"	"CYLD"	"GPL570"
"243904_at"	9.3e-10	2.67e-11	-6.95	15.234741	-0.479	"243904_at"	"STXBP5"	"ENST00000443556|ENSG00000164506"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"STXBP5-206|STXBP5"	"GPL570"
"213650_at"	9.31e-10	2.67e-11	6.95	15.232342	0.368	"213650_at"	"GOLGA8B"	"ENSG00000215252|ENST00000569100|ENST00000484716"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"GOLGA8B|GOLGA8B-210|GOLGA8B-203"	"GPL570"
"238775_at"	9.37e-10	2.69e-11	-6.95	15.225257	-0.272	"238775_at"	"ITFG1"	"ENST00000569551|ENST00000563350|ENSG00000129636"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|processed_transcript|protein_coding"	"ITFG1-212|ITFG1-205|ITFG1"	"GPL570"
"206453_s_at"	9.36e-10	2.69e-11	6.95	15.227297	0.215	"206453_s_at"	"NDRG2"	"ENST00000556716|ENST00000555650|ENSG00000165795"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"NDRG2-258|NDRG2-244|NDRG2"	"GPL570"
"218281_at"	9.43e-10	2.71e-11	-6.94	15.218212	-0.4	"218281_at"	"MRPL48"	"ENSG00000175581"	"gene"	"protein_coding"	"MRPL48"	"GPL570"
"226783_at"	9.51e-10	2.74e-11	6.94	15.209412	0.219	"226783_at"	"PHYKPL"	"ENST00000511716|ENSG00000175309|ENST00000489262|ENST00000494126"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"processed_transcript|protein_coding|retained_intron|retained_intron"	"PHYKPL-217|PHYKPL|PHYKPL-209|PHYKPL-211"	"GPL570"
"211423_s_at"	9.68e-10	2.79e-11	-6.94	15.189389	-0.562	"211423_s_at"	"SC5D"	"ENSG00000109929"	"gene"	"protein_coding"	"SC5D"	"GPL570"
"204766_s_at"	9.68e-10	2.79e-11	-6.94	15.188988	-0.308	"204766_s_at"	"NUDT1"	"ENST00000487426|ENSG00000106268"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"NUDT1-209|NUDT1"	"GPL570"
"224958_at"	9.68e-10	2.79e-11	-6.94	15.191268	-0.186	"224958_at"	"NUFIP2"	"ENSG00000108256"	"gene"	"protein_coding"	"NUFIP2"	"GPL570"
"230628_at"	9.68e-10	2.79e-11	6.94	15.189636	0.321	"230628_at"	"EP400"	"ENSG00000183495"	"gene"	"protein_coding"	"EP400"	"GPL570"
"204029_at"	9.74e-10	2.81e-11	6.94	15.183128	0.247	"204029_at"	"CELSR2"	"ENSG00000143126"	"gene"	"protein_coding"	"CELSR2"	"GPL570"
"212820_at"	9.89e-10	2.86e-11	-6.93	15.165257	-0.468	"212820_at"	"DMXL2"	"ENST00000559769|ENSG00000104093"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"DMXL2-209|DMXL2"	"GPL570"
"39854_r_at"	1e-09	2.9e-11	6.93	15.153665	0.219	"39854_r_at"	"PNPLA2"	"ENST00000525250|ENST00000529255|ENSG00000177666"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"PNPLA2-202|PNPLA2-204|PNPLA2"	"GPL570"
"225878_at"	1e-09	2.91e-11	-6.93	15.149343	-0.394	"225878_at"	"KIF1B"	"ENSG00000054523"	"gene"	"protein_coding"	"KIF1B"	"GPL570"
"239824_s_at"	1.01e-09	2.93e-11	-6.93	15.14202	-0.209	"239824_s_at"	"TMEM107"	"ENSG00000179029"	"gene"	"protein_coding"	"TMEM107"	"GPL570"
"201588_at"	1.05e-09	3.04e-11	-6.92	15.107442	-0.17	"201588_at"	"TXNL1"	"ENSG00000091164"	"gene"	"protein_coding"	"TXNL1"	"GPL570"
"224831_at"	1.06e-09	3.07e-11	-6.92	15.097732	-0.514	"224831_at"	"CPEB4"	"ENSG00000113742"	"gene"	"protein_coding"	"CPEB4"	"GPL570"
"202645_s_at"	1.06e-09	3.09e-11	6.92	15.09239	0.293	"202645_s_at"	"MEN1"	"ENSG00000133895|ENST00000478548|ENST00000671939"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"MEN1|MEN1-215|MEN1-216"	"GPL570"
"218337_at"	1.08e-09	3.15e-11	6.92	15.072187	0.247	"218337_at"	"FAM160B2"	"ENSG00000158863|ENST00000496599"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"FAM160B2|FAM160B2-210"	"GPL570"
"218671_s_at"	1.08e-09	3.15e-11	-6.92	15.071443	-0.295	"218671_s_at"	"ATP5IF1"	"ENSG00000130770"	"gene"	"protein_coding"	"ATP5IF1"	"GPL570"
"222262_s_at"	1.09e-09	3.18e-11	-6.92	15.063906	-0.355	"222262_s_at"	"ETNK1"	"ENSG00000139163|ENST00000673188"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"ETNK1|ETNK1-210"	"GPL570"
"224596_at"	1.09e-09	3.19e-11	-6.92	15.059674	-0.357	"224596_at"	"SLC44A1"	"ENST00000436716|ENSG00000070214"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"SLC44A1-204|SLC44A1"	"GPL570"
"224688_at"	1.11e-09	3.25e-11	6.91	15.042819	0.205	"224688_at"	"TMEM248"	"ENSG00000106609"	"gene"	"protein_coding"	"TMEM248"	"GPL570"
"202351_at"	1.12e-09	3.28e-11	-6.91	15.034046	-0.673	"202351_at"	"ITGAV"	"ENSG00000138448"	"gene"	"protein_coding"	"ITGAV"	"GPL570"
"1557257_at"	1.12e-09	3.28e-11	-6.91	15.033254	-0.449	"1557257_at"	"BCL10"	"ENSG00000142867|ENST00000650582|ENST00000649434"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|processed_transcript"	"BCL10|BCL10-205|BCL10-204"	"GPL570"
"200955_at"	1.13e-09	3.32e-11	6.91	15.021371	0.218	"200955_at"	"IMMT"	"ENSG00000132305"	"gene"	"protein_coding"	"IMMT"	"GPL570"
"1554595_at"	1.13e-09	3.32e-11	6.91	15.022528	0.228	"1554595_at"	"SYMPK"	"ENSG00000125755|ENST00000593504|ENST00000598896"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"SYMPK|SYMPK-202|SYMPK-212"	"GPL570"
"201080_at"	1.14e-09	3.33e-11	6.91	15.01754	0.202	"201080_at"	"PIP4K2B"	"ENSG00000276293"	"gene"	"protein_coding"	"PIP4K2B"	"GPL570"
"209041_s_at"	1.14e-09	3.35e-11	6.91	15.014453	0.221	"209041_s_at"	"UBE2G2"	"ENST00000481546|ENSG00000184787|ENST00000497630|ENST00000477954"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|processed_transcript|processed_transcript"	"UBE2G2-206|UBE2G2|UBE2G2-211|UBE2G2-204"	"GPL570"
"225519_at"	1.15e-09	3.36e-11	-6.91	15.009153	-0.53	"225519_at"	"PPP4R2"	"ENSG00000163605"	"gene"	"protein_coding"	"PPP4R2"	"GPL570"
"200711_s_at"	1.17e-09	3.43e-11	-6.9	14.989388	-0.192	"200711_s_at"	"SKP1"	"ENSG00000113558"	"gene"	"protein_coding"	"SKP1"	"GPL570"
"215000_s_at"	1.17e-09	3.43e-11	-6.9	14.990243	-0.314	"215000_s_at"	"FEZ2"	"ENST00000475815|ENSG00000171055"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"FEZ2-212|FEZ2"	"GPL570"
"225494_at"	1.18e-09	3.46e-11	6.9	14.98209	0.203	"225494_at"	"DYNLL2"	"ENSG00000264364"	"gene"	"protein_coding"	"DYNLL2"	"GPL570"
"205773_at"	1.18e-09	3.49e-11	-6.9	14.974687	-0.479	"205773_at"	"CPEB3"	"ENSG00000107864"	"gene"	"protein_coding"	"CPEB3"	"GPL570"
"214083_at"	1.19e-09	3.49e-11	-6.9	14.972659	-0.277	"214083_at"	"PPP2R5C"	"ENST00000553842|ENSG00000078304|ENST00000553730|ENST00000556493|ENST00000556373"	"lnc_RNA|gene|lnc_RNA|lnc_RNA|lnc_RNA"	"processed_transcript|protein_coding|retained_intron|processed_transcript|processed_transcript"	"PPP2R5C-208|PPP2R5C|PPP2R5C-207|PPP2R5C-221|PPP2R5C-220"	"GPL570"
"227936_at"	1.21e-09	3.55e-11	-6.9	14.955719	-0.307	"227936_at"	"TMEM68"	"ENSG00000167904"	"gene"	"protein_coding"	"TMEM68"	"GPL570"
"238346_s_at"	1.22e-09	3.59e-11	6.9	14.944806	0.232	"238346_s_at"	"TGS1"	"ENSG00000137574"	"gene"	"protein_coding"	"TGS1"	"GPL570"
"212832_s_at"	1.22e-09	3.59e-11	6.9	14.945928	0.245	"212832_s_at"	"CKAP5"	"ENSG00000175216"	"gene"	"protein_coding"	"CKAP5"	"GPL570"
"243149_at"	1.22e-09	3.6e-11	-6.9	14.944394	-0.446	"243149_at"	"EIF4G3"	"ENSG00000075151"	"gene"	"protein_coding"	"EIF4G3"	"GPL570"
"212891_s_at"	1.22e-09	3.61e-11	-6.9	14.93965	-0.352	"212891_s_at"	"GADD45GIP1"	"ENSG00000179271"	"gene"	"protein_coding"	"GADD45GIP1"	"GPL570"
"203856_at"	1.22e-09	3.61e-11	-6.9	14.940651	-0.436	"203856_at"	"VRK1"	"ENST00000555067|ENSG00000100749|ENST00000679506"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|retained_intron"	"VRK1-205|VRK1|VRK1-213"	"GPL570"
"200850_s_at"	1.23e-09	3.63e-11	6.9	14.936154	0.213	"200850_s_at"	"AHCYL1"	"ENSG00000168710"	"gene"	"protein_coding"	"AHCYL1"	"GPL570"
"224723_x_at"	1.24e-09	3.68e-11	-6.89	14.921868	-0.48	"224723_x_at"	"SMIM30"	"ENSG00000214194"	"gene"	"protein_coding"	"SMIM30"	"GPL570"
"213220_at"	1.26e-09	3.73e-11	-6.89	14.907875	-0.483	"213220_at"	"BBIP1"	"ENSG00000214413|ENST00000605265"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"BBIP1|BBIP1-209"	"GPL570"
"244052_at"	1.26e-09	3.74e-11	-6.89	14.906973	-0.233	"244052_at"	"CBR4"	"ENSG00000145439|ENST00000509108"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"CBR4|CBR4-206"	"GPL570"
"221263_s_at"	1.28e-09	3.79e-11	-6.89	14.893098	-0.24	"221263_s_at"	"SF3B5"	"ENSG00000169976"	"gene"	"protein_coding"	"SF3B5"	"GPL570"
"201767_s_at"	1.28e-09	3.8e-11	6.89	14.890091	0.249	"201767_s_at"	"ELAC2"	"ENSG00000006744|ENST00000480891|ENST00000484122|ENST00000465825|ENST00000487229"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron|retained_intron"	"ELAC2|ELAC2-207|ELAC2-208|ELAC2-205|ELAC2-209"	"GPL570"
"223209_s_at"	1.28e-09	3.82e-11	-6.89	14.886721	-0.282	"223209_s_at"	"SELENOS"	"ENSG00000131871|ENST00000526043"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"SELENOS|SELENOS-202"	"GPL570"
"224319_s_at"	1.29e-09	3.84e-11	6.89	14.880843	0.175	"224319_s_at"	"MIEF1"	"ENSG00000100335"	"gene"	"protein_coding"	"MIEF1"	"GPL570"
"226572_at"	1.29e-09	3.84e-11	6.89	14.88142	0.23	"226572_at"	"SOCS7"	"ENSG00000274211"	"gene"	"protein_coding"	"SOCS7"	"GPL570"
"214306_at"	1.29e-09	3.85e-11	-6.89	14.877829	-0.48	"214306_at"	"OPA1"	"ENSG00000198836"	"gene"	"protein_coding"	"OPA1"	"GPL570"
"238912_x_at"	1.31e-09	3.9e-11	-6.88	14.866707	-0.479	"238912_x_at"	"C9orf85"	"ENSG00000155621"	"gene"	"protein_coding"	"C9orf85"	"GPL570"
"224660_at"	1.32e-09	3.94e-11	-6.88	14.855124	-0.407	"224660_at"	"ICA1L"	"ENSG00000163596"	"gene"	"protein_coding"	"ICA1L"	"GPL570"
"224703_at"	1.33e-09	3.98e-11	6.88	14.846206	0.165	"224703_at"	"DCAF5"	"ENSG00000139990"	"gene"	"protein_coding"	"DCAF5"	"GPL570"
