""	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Probes"	"Symbol"	"Ensembl_id"	"Biotype1"	"Biotype2"	"Synonyms"	"Platform"
"226193_x_at"	0.0047662	0.000104	4.19521553	1.181515	0.324	"226193_x_at"	"CBWD5"	"ENST00000377380|ENST00000478650|ENSG00000147996|ENST00000382404|ENST00000472916"	"lnc_RNA|lnc_RNA|gene|lnc_RNA|lnc_RNA"	"retained_intron|retained_intron|protein_coding|retained_intron|processed_transcript"	"CBWD5-201|CBWD5-222|CBWD5|CBWD5-206|CBWD5-219"	"GPL570"
"202161_at"	0.0047652	0.000104	-4.19601482	1.183942	-0.283	"202161_at"	"PKN1"	"ENST00000586039|ENSG00000123143|ENST00000585839"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|retained_intron"	"PKN1-205|PKN1|PKN1-204"	"GPL570"
"209470_s_at"	0.0047909	0.000105	-4.19247301	1.173188	-0.324	"209470_s_at"	"GPM6A"	"ENSG00000150625|ENST00000507080"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"GPM6A|GPM6A-211"	"GPL570"
"218012_at"	0.0047909	0.000105	-4.19236889	1.172872	-0.35	"218012_at"	"TSPYL2"	"ENSG00000184205|ENST00000556808"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"TSPYL2|TSPYL2-204"	"GPL570"
"212040_at"	0.0047798	0.000105	-4.19357415	1.176531	-0.323	"212040_at"	"TGOLN2"	"ENSG00000152291"	"gene"	"protein_coding"	"TGOLN2"	"GPL570"
"203727_at"	0.0048203	0.000106	-4.18957942	1.164405	-0.203	"203727_at"	"SKIV2L"	"ENST00000471818|ENSG00000204351|ENST00000465703"	"lnc_RNA|gene|lnc_RNA"	"processed_transcript|protein_coding|retained_intron"	"SKIV2L-207|SKIV2L|SKIV2L-204"	"GPL570"
"202105_at"	0.0048242	0.000107	4.18845682	1.160998	0.3	"202105_at"	"IGBP1"	"ENSG00000089289"	"gene"	"protein_coding"	"IGBP1"	"GPL570"
"217716_s_at"	0.0048242	0.000107	-4.18801799	1.159667	-0.207	"217716_s_at"	"SEC61A1"	"ENST00000483956|ENSG00000058262"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"SEC61A1-205|SEC61A1"	"GPL570"
"226603_at"	0.0048242	0.000107	4.18809203	1.159891	0.744	"226603_at"	"SAMD9L"	"ENSG00000177409"	"gene"	"protein_coding"	"SAMD9L"	"GPL570"
"212152_x_at"	0.0048242	0.000107	-4.18861029	1.161464	-0.319	"212152_x_at"	"ARID1A"	"ENST00000637788|ENSG00000117713"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"ARID1A-217|ARID1A"	"GPL570"
"235197_s_at"	0.004851	0.000108	4.18569314	1.152613	0.453	"235197_s_at"	"OSTM1"	"ENST00000492130|ENSG00000081087"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"OSTM1-207|OSTM1"	"GPL570"
"203431_s_at"	0.004851	0.000108	-4.18566043	1.152514	-0.454	"203431_s_at"	"ARHGAP32"	"ENSG00000134909|ENST00000526162"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"ARHGAP32|ARHGAP32-205"	"GPL570"
"222610_s_at"	0.004851	0.000108	4.18558815	1.152295	0.177	"222610_s_at"	"S100PBP"	"ENST00000527692|ENST00000475486|ENSG00000116497"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|retained_intron|protein_coding"	"S100PBP-211|S100PBP-205|S100PBP"	"GPL570"
"229967_at"	0.0048877	0.000109	4.18260726	1.143254	0.625	"229967_at"	"CMTM2"	"ENST00000532362|ENSG00000140932"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"CMTM2-203|CMTM2"	"GPL570"
"209321_s_at"	0.0048877	0.000109	-4.18188436	1.141062	-0.363	"209321_s_at"	"ADCY3"	"ENSG00000138031"	"gene"	"protein_coding"	"ADCY3"	"GPL570"
"203385_at"	0.0048877	0.000109	-4.18263653	1.143343	-0.424	"203385_at"	"DGKA"	"ENST00000548491|ENSG00000065357|ENST00000551296|ENST00000552478|ENST00000551739"	"lnc_RNA|gene|lnc_RNA|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|retained_intron|retained_intron|retained_intron"	"DGKA-216|DGKA|DGKA-230|DGKA-236|DGKA-234"	"GPL570"
"212229_s_at"	0.0048877	0.000109	-4.18181304	1.140846	-0.34	"212229_s_at"	"FBXO21"	"ENSG00000135108"	"gene"	"protein_coding"	"FBXO21"	"GPL570"
"219870_at"	0.0049149	0.00011	-4.1796374	1.13425	-0.275	"219870_at"	"ATF7IP2"	"ENSG00000166669"	"gene"	"protein_coding"	"ATF7IP2"	"GPL570"
"228573_at"	0.0049044	0.00011	4.18053453	1.13697	0.385	"228573_at"	"ANTXR2"	"ENSG00000163297"	"gene"	"protein_coding"	"ANTXR2"	"GPL570"
"225116_at"	0.0049403	0.000111	-4.17782879	1.128768	-0.336	"225116_at"	"HIPK2"	"ENSG00000064393"	"gene"	"protein_coding"	"HIPK2"	"GPL570"
"1570166_a_at"	0.0049554	0.000111	-4.1764056	1.124455	-0.295	"1570166_a_at"	"RAD51B"	"ENSG00000182185|ENST00000553595|ENST00000497460|ENST00000492236|ENST00000554244|ENST00000478014|ENST00000460526|ENST00000469165|ENST00000468382|ENST00000557045"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|processed_transcript|processed_transcript|processed_transcript|processed_transcript|processed_transcript|processed_transcript|processed_transcript|processed_transcript"	"RAD51B|RAD51B-216|RAD51B-214|RAD51B-213|RAD51B-219|RAD51B-207|RAD51B-202|RAD51B-204|RAD51B-203|RAD51B-224"	"GPL570"
"224776_at"	0.0049657	0.000112	-4.17454274	1.118811	-0.166	"224776_at"	"GPAT4"	"ENSG00000158669"	"gene"	"protein_coding"	"GPAT4"	"GPL570"
"218295_s_at"	0.0049648	0.000112	4.17510349	1.12051	0.416	"218295_s_at"	"NUP50"	"ENST00000469163|ENSG00000093000"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"NUP50-214|NUP50"	"GPL570"
"226099_at"	0.0049657	0.000112	4.174787	1.119551	0.606	"226099_at"	"ELL2"	"ENSG00000118985"	"gene"	"protein_coding"	"ELL2"	"GPL570"
"208880_s_at"	0.0049648	0.000112	-4.17509017	1.120469	-0.235	"208880_s_at"	"PRPF6"	"ENSG00000101161"	"gene"	"protein_coding"	"PRPF6"	"GPL570"
"225821_s_at"	0.0049681	0.000112	4.17414874	1.117617	0.373	"225821_s_at"	"BOD1L1"	"ENSG00000038219"	"gene"	"protein_coding"	"BOD1L1"	"GPL570"
"203600_s_at"	0.0049887	0.000113	-4.17240237	1.112327	-0.227	"203600_s_at"	"FAM193A"	"ENSG00000125386"	"gene"	"protein_coding"	"FAM193A"	"GPL570"
"226569_s_at"	0.0050398	0.000114	-4.16784018	1.098513	-0.259	"226569_s_at"	"CHTF18"	"ENSG00000127586|ENST00000464728|ENST00000471202|ENST00000498439"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron"	"CHTF18|CHTF18-207|CHTF18-208|CHTF18-213"	"GPL570"
"209507_at"	0.0050398	0.000114	4.16790841	1.098719	0.459	"209507_at"	"RPA3"	"ENST00000483031|ENSG00000106399"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"RPA3-207|RPA3"	"GPL570"
"202524_s_at"	0.0050398	0.000114	-4.16825734	1.099776	-0.51	"202524_s_at"	"SPOCK2"	"ENSG00000107742"	"gene"	"protein_coding"	"SPOCK2"	"GPL570"
"222465_at"	0.0050607	0.000115	4.16585091	1.092492	1.14	"222465_at"	"RSL24D1"	"ENST00000677092|ENST00000677267|ENSG00000137876"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"RSL24D1-207|RSL24D1-210|RSL24D1"	"GPL570"
"244185_at"	0.0050607	0.000115	-4.16591498	1.092685	-0.319	"244185_at"	"METAP2"	"ENSG00000111142"	"gene"	"protein_coding"	"METAP2"	"GPL570"
"244239_at"	0.0050603	0.000115	-4.16636418	1.094045	-0.558	"244239_at"	"ANKH"	"ENST00000503389|ENSG00000154122|ENST00000513115"	"lnc_RNA|gene|lnc_RNA"	"processed_transcript|protein_coding|retained_intron"	"ANKH-203|ANKH|ANKH-206"	"GPL570"
"221800_s_at"	0.0050872	0.000116	-4.16329566	1.084759	-0.268	"221800_s_at"	"FAAP100"	"ENSG00000185504"	"gene"	"protein_coding"	"FAAP100"	"GPL570"
"221760_at"	0.0050922	0.000116	4.16275199	1.083114	0.551	"221760_at"	"MAN1A1"	"ENSG00000111885"	"gene"	"protein_coding"	"MAN1A1"	"GPL570"
"201000_at"	0.0050718	0.000116	-4.16445623	1.088271	-0.298	"201000_at"	"AARS1"	"ENSG00000090861|ENST00000675917|ENST00000675270|ENST00000675403|ENST00000675588|ENST00000569825|ENST00000674848|ENST00000674962|ENST00000675986"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron"	"AARS1|AARS1-232|AARS1-221|AARS1-225|AARS1-227|AARS1-207|AARS1-213|AARS1-214|AARS1-234"	"GPL570"
"211137_s_at"	0.0051137	0.000117	4.15998506	1.074744	0.432	"211137_s_at"	"ATP2C1"	"ENST00000514654|ENSG00000017260"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"ATP2C1-222|ATP2C1"	"GPL570"
"205181_at"	0.0050992	0.000117	4.16184779	1.080379	0.253	"205181_at"	"ZSCAN9"	"ENSG00000137185"	"gene"	"protein_coding"	"ZSCAN9"	"GPL570"
"238523_at"	0.0051137	0.000117	-4.15977306	1.074103	-0.342	"238523_at"	"KLHL36"	"ENST00000325279|ENSG00000135686"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"KLHL36-202|KLHL36"	"GPL570"
"1570339_x_at"	0.0051099	0.000117	-4.16048671	1.076262	-0.524	"1570339_x_at"	"D2HGDH"	"ENSG00000180902|ENST00000486953|ENST00000470343|ENST00000473126|ENST00000468064|ENST00000445308"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|retained_intron|retained_intron|retained_intron|processed_transcript"	"D2HGDH|D2HGDH-215|D2HGDH-213|D2HGDH-214|D2HGDH-212|D2HGDH-208"	"GPL570"
"219505_at"	0.0051245	0.000118	-4.15888876	1.071429	-0.337	"219505_at"	"ADA2"	"ENSG00000093072|ENST00000648668"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"ADA2|ADA2-213"	"GPL570"
"212000_at"	0.0051366	0.000118	-4.15720738	1.066344	-0.344	"212000_at"	"SUGP2"	"ENST00000597163|ENST00000598863|ENSG00000064607"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|protein_coding"	"SUGP2-208|SUGP2-212|SUGP2"	"GPL570"
"223501_at"	0.0051366	0.000118	4.15784973	1.068287	0.673	"223501_at"	"TNFSF13B"	"ENSG00000102524"	"gene"	"protein_coding"	"TNFSF13B"	"GPL570"
"216457_s_at"	0.0051366	0.000118	-4.15751279	1.067268	-0.332	"216457_s_at"	"SF3A1"	"ENSG00000099995"	"gene"	"protein_coding"	"SF3A1"	"GPL570"
"213977_s_at"	0.005144	0.000119	-4.15641391	1.063946	-0.359	"213977_s_at"	"CIZ1"	"ENST00000471773|ENST00000485862|ENST00000461765|ENST00000491487|ENSG00000148337"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|processed_transcript|processed_transcript|protein_coding"	"CIZ1-212|CIZ1-220|CIZ1-210|CIZ1-222|CIZ1"	"GPL570"
"213355_at"	0.005144	0.000119	4.15620872	1.063325	0.741	"213355_at"	"ST3GAL6"	"ENSG00000064225|ENST00000491912"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"ST3GAL6|ST3GAL6-221"	"GPL570"
"213257_at"	0.0051527	0.000119	-4.15505512	1.059838	-0.264	"213257_at"	"SARM1"	"ENSG00000004139"	"gene"	"protein_coding"	"SARM1"	"GPL570"
"215128_at"	0.0051636	0.00012	-4.15393469	1.056451	-0.339	"215128_at"	"C12orf45"	"ENSG00000151131"	"gene"	"protein_coding"	"C12orf45"	"GPL570"
"239234_at"	0.0051711	0.00012	-4.15303981	1.053747	-0.361	"239234_at"	"OGDH"	"ENSG00000105953"	"gene"	"protein_coding"	"OGDH"	"GPL570"
"232134_at"	0.0052051	0.000121	-4.14958605	1.043311	-0.345	"232134_at"	"TENT4A"	"ENSG00000112941"	"gene"	"protein_coding"	"TENT4A"	"GPL570"
"244822_at"	0.0051991	0.000121	-4.15017621	1.045094	-0.38	"244822_at"	"GART"	"ENST00000466882|ENST00000497313|ENSG00000159131"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|processed_transcript|protein_coding"	"GART-212|GART-218|GART"	"GPL570"
"229355_at"	0.0051871	0.000121	4.15183567	1.050108	0.379	"229355_at"	"UBE2D3"	"ENSG00000109332"	"gene"	"protein_coding"	"UBE2D3"	"GPL570"
"230651_at"	0.0052219	0.000122	-4.14789318	1.038198	-0.362	"230651_at"	"THOC2"	"ENST00000497887|ENST00000492203|ENSG00000125676"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|protein_coding"	"THOC2-219|THOC2-217|THOC2"	"GPL570"
"209014_at"	0.0052297	0.000122	-4.14696484	1.035394	-0.314	"209014_at"	"MAGED1"	"ENST00000494718|ENST00000485420|ENST00000473931|ENSG00000179222"	"lnc_RNA|lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|processed_transcript|protein_coding"	"MAGED1-210|MAGED1-209|MAGED1-206|MAGED1"	"GPL570"
"224793_s_at"	0.005216	0.000122	4.14871323	1.040675	0.576	"224793_s_at"	"TGFBR1"	"ENSG00000106799"	"gene"	"protein_coding"	"TGFBR1"	"GPL570"
"230860_at"	0.0052377	0.000123	4.14626291	1.033275	0.628	"230860_at"	"CEP19"	"ENSG00000174007"	"gene"	"protein_coding"	"CEP19"	"GPL570"
"206177_s_at"	0.0052848	0.000124	4.1425918	1.022191	1.35	"206177_s_at"	"ARG1"	"ENSG00000118520"	"gene"	"protein_coding"	"ARG1"	"GPL570"
"226110_at"	0.0052848	0.000124	4.14267567	1.022444	0.537	"226110_at"	"PTAR1"	"ENSG00000188647"	"gene"	"protein_coding"	"PTAR1"	"GPL570"
"238519_at"	0.0052974	0.000125	-4.14139251	1.018572	-0.328	"238519_at"	"DDI2"	"ENSG00000197312"	"gene"	"protein_coding"	"DDI2"	"GPL570"
"213786_at"	0.0052975	0.000125	4.14115314	1.017849	0.718	"213786_at"	"TAX1BP1"	"ENST00000460059|ENSG00000106052"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"TAX1BP1-209|TAX1BP1"	"GPL570"
"225641_at"	0.0052974	0.000125	-4.14142936	1.018683	-0.236	"225641_at"	"MEF2D"	"ENSG00000116604"	"gene"	"protein_coding"	"MEF2D"	"GPL570"
"206175_x_at"	0.0053141	0.000125	4.13983668	1.013877	0.49	"206175_x_at"	"ZNF225"	"ENSG00000256294"	"gene"	"protein_coding"	"ZNF225"	"GPL570"
"204604_at"	0.0053159	0.000126	4.13915286	1.011813	0.393	"204604_at"	"CDK14"	"ENSG00000058091"	"gene"	"protein_coding"	"CDK14"	"GPL570"
"206050_s_at"	0.0053313	0.000126	-4.13766378	1.007321	-0.29	"206050_s_at"	"RNH1"	"ENSG00000023191|ENST00000525522"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"RNH1|RNH1-209"	"GPL570"
"209041_s_at"	0.0053159	0.000126	-4.13919253	1.011933	-0.264	"209041_s_at"	"UBE2G2"	"ENST00000481546|ENSG00000184787|ENST00000497630|ENST00000477954"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|processed_transcript|processed_transcript"	"UBE2G2-206|UBE2G2|UBE2G2-211|UBE2G2-204"	"GPL570"
"212749_s_at"	0.0053216	0.000126	4.13859132	1.010119	0.44	"212749_s_at"	"RCHY1"	"ENST00000512567|ENSG00000163743|ENST00000514589"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|retained_intron"	"RCHY1-207|RCHY1|RCHY1-213"	"GPL570"
"226377_at"	0.0053313	0.000126	-4.13756796	1.007032	-0.312	"226377_at"	"NFIC"	"ENSG00000141905"	"gene"	"protein_coding"	"NFIC"	"GPL570"
"227065_at"	0.0053919	0.000128	-4.13342516	0.994538	-0.194	"227065_at"	"RNF216"	"ENSG00000011275"	"gene"	"protein_coding"	"RNF216"	"GPL570"
"1558556_at"	0.0053919	0.000128	-4.13365025	0.995216	-0.356	"1558556_at"	"OGG1"	"ENSG00000114026"	"gene"	"protein_coding"	"OGG1"	"GPL570"
"217986_s_at"	0.0054	0.000128	4.13273089	0.992444	0.501	"217986_s_at"	"BAZ1A"	"ENSG00000198604"	"gene"	"protein_coding"	"BAZ1A"	"GPL570"
"227980_at"	0.0054307	0.000129	4.1303069	0.985137	0.356	"227980_at"	"AL590705.3"	"ENSG00000242375|ENST00000416066"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL590705.3|AL590705.3-201"	"GPL570"
"238686_at"	0.0054164	0.000129	4.13133866	0.988247	0.412	"238686_at"	"FBXO3"	"ENSG00000110429|ENST00000530013"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"FBXO3|FBXO3-207"	"GPL570"
"236450_at"	0.005414	0.000129	-4.13171142	0.989371	-0.474	"236450_at"	"TARS3"	"ENST00000557811|ENSG00000185418"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"TARS3-203|TARS3"	"GPL570"
"242264_at"	0.0054597	0.00013	-4.1277501	0.977432	-0.207	"242264_at"	"VSIG10"	"ENST00000321694|ENST00000621133|ENSG00000176834|ENST00000542011"	"lnc_RNA|lnc_RNA|gene|lnc_RNA"	"processed_transcript|processed_transcript|protein_coding|processed_transcript"	"VSIG10-201|VSIG10-213|VSIG10|VSIG10-208"	"GPL570"
"239294_at"	0.0054413	0.00013	4.12924384	0.981933	0.261	"239294_at"	"PIK3CG"	"ENSG00000105851"	"gene"	"protein_coding"	"PIK3CG"	"GPL570"
"201783_s_at"	0.0054636	0.000131	-4.12729866	0.976072	-0.238	"201783_s_at"	"RELA"	"ENSG00000173039"	"gene"	"protein_coding"	"RELA"	"GPL570"
"226748_at"	0.0054983	0.000132	4.12350789	0.964653	0.289	"226748_at"	"LYSMD2"	"ENSG00000140280"	"gene"	"protein_coding"	"LYSMD2"	"GPL570"
"212410_at"	0.005495	0.000132	4.12438399	0.967292	0.517	"212410_at"	"MICU2"	"ENSG00000165487|ENST00000479790"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"MICU2|MICU2-207"	"GPL570"
"218248_at"	0.0055005	0.000132	4.12315715	0.963597	0.374	"218248_at"	"FAM111A"	"ENSG00000166801"	"gene"	"protein_coding"	"FAM111A"	"GPL570"
"227778_at"	0.005495	0.000132	-4.12415365	0.966598	-0.246	"227778_at"	"MROH1"	"ENSG00000179832"	"gene"	"protein_coding"	"MROH1"	"GPL570"
"214467_at"	0.0054983	0.000132	4.12350705	0.96465	0.689	"214467_at"	"GPR65"	"ENSG00000140030"	"gene"	"protein_coding"	"GPR65"	"GPL570"
"227990_at"	0.0055111	0.000133	4.12210632	0.960432	0.36	"227990_at"	"SLU7"	"ENSG00000164609"	"gene"	"protein_coding"	"SLU7"	"GPL570"
"225439_at"	0.005517	0.000133	4.1215457	0.958744	0.718	"225439_at"	"NUDCD1"	"ENST00000679027|ENST00000676990|ENSG00000120526|ENST00000678168"	"lnc_RNA|lnc_RNA|gene|lnc_RNA"	"retained_intron|retained_intron|protein_coding|retained_intron"	"NUDCD1-211|NUDCD1-206|NUDCD1|NUDCD1-210"	"GPL570"
"1558719_s_at"	0.0055093	0.000133	-4.12243467	0.961421	-0.418	"1558719_s_at"	"RPAIN"	"ENSG00000129197|ENST00000571043|ENST00000571613|ENST00000573126"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron"	"RPAIN|RPAIN-208|RPAIN-210|RPAIN-212"	"GPL570"
"219294_at"	0.0055282	0.000134	4.12025715	0.954865	0.407	"219294_at"	"CENPQ"	"ENSG00000031691"	"gene"	"protein_coding"	"CENPQ"	"GPL570"
"232778_at"	0.0055282	0.000134	-4.1202358	0.954801	-0.394	"232778_at"	"TASOR2"	"ENSG00000108021|ENST00000477043|ENST00000473789|ENST00000480839"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|processed_transcript|processed_transcript"	"TASOR2|TASOR2-206|TASOR2-205|TASOR2-207"	"GPL570"
"201231_s_at"	0.0055685	0.000135	-4.11756144	0.946751	-0.268	"201231_s_at"	"ENO1"	"ENSG00000074800|ENST00000464920"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"ENO1|ENO1-203"	"GPL570"
"220330_s_at"	0.0055747	0.000135	4.1167594	0.944337	0.677	"220330_s_at"	"SAMSN1"	"ENSG00000155307|ENST00000644288"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"SAMSN1|SAMSN1-211"	"GPL570"
"205434_s_at"	0.0055726	0.000135	-4.11710644	0.945382	-0.432	"205434_s_at"	"AAK1"	"ENST00000495239|ENST00000471775|ENST00000492192|ENST00000461002|ENSG00000115977|ENST00000495836"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|gene|lnc_RNA"	"processed_transcript|processed_transcript|processed_transcript|processed_transcript|protein_coding|retained_intron"	"AAK1-209|AAK1-206|AAK1-208|AAK1-204|AAK1|AAK1-210"	"GPL570"
"1552426_a_at"	0.0055685	0.000135	4.11772384	0.94724	0.401	"1552426_a_at"	"TM2D3"	"ENSG00000184277|ENST00000559891"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"TM2D3|TM2D3-208"	"GPL570"
"1555446_s_at"	0.0056013	0.000136	-4.11416043	0.936518	-0.253	"1555446_s_at"	"TRAPPC10"	"ENSG00000160218"	"gene"	"protein_coding"	"TRAPPC10"	"GPL570"
"203851_at"	0.0055831	0.000136	-4.11573018	0.94124	-0.372	"203851_at"	"IGFBP6"	"ENSG00000167779"	"gene"	"protein_coding"	"IGFBP6"	"GPL570"
"212982_at"	0.0055831	0.000136	4.11550022	0.940548	0.606	"212982_at"	"ZDHHC17"	"ENSG00000186908"	"gene"	"protein_coding"	"ZDHHC17"	"GPL570"
"203845_at"	0.0056143	0.000137	4.11299384	0.933008	0.548	"203845_at"	"KAT2B"	"ENSG00000114166"	"gene"	"protein_coding"	"KAT2B"	"GPL570"
"1558410_s_at"	0.0056816	0.000139	-4.10878728	0.920359	-0.591	"1558410_s_at"	"IMMP2L"	"ENSG00000184903|ENST00000489381"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"IMMP2L|IMMP2L-209"	"GPL570"
"205019_s_at"	0.0056816	0.000139	-4.10867759	0.920029	-0.259	"205019_s_at"	"VIPR1"	"ENST00000498102|ENSG00000114812"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"VIPR1-216|VIPR1"	"GPL570"
"223982_s_at"	0.0056816	0.000139	4.10883365	0.920498	0.585	"223982_s_at"	"PNPLA8"	"ENSG00000135241"	"gene"	"protein_coding"	"PNPLA8"	"GPL570"
"217840_at"	0.0056826	0.000139	-4.1081904	0.918564	-0.223	"217840_at"	"DDX41"	"ENSG00000183258|ENST00000512334|ENST00000505081|ENST00000503078|ENST00000652565|ENST00000507900|ENST00000652618|ENST00000652623"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron|processed_transcript|retained_intron|retained_intron|retained_intron"	"DDX41|DDX41-214|DDX41-205|DDX41-202|DDX41-221|DDX41-207|DDX41-222|DDX41-223"	"GPL570"
"224723_x_at"	0.0056867	0.000139	4.10771373	0.917131	0.455	"224723_x_at"	"SMIM30"	"ENSG00000214194"	"gene"	"protein_coding"	"SMIM30"	"GPL570"
"1552386_at"	0.0056826	0.000139	4.10816696	0.918494	0.595	"1552386_at"	"GAPT"	"ENSG00000175857|ENST00000511178"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"GAPT|GAPT-204"	"GPL570"
"1554771_at"	0.0057435	0.000141	-4.10377351	0.90529	-0.324	"1554771_at"	"AC073476.2"	"ENSG00000261096|ENST00000563949"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC073476.2|AC073476.2-201"	"GPL570"
"242230_at"	0.0057325	0.000141	4.10481171	0.90841	0.388	"242230_at"	"ATXN1"	"ENST00000643828|ENST00000483954|ENST00000676138|ENST00000467008|ENSG00000124788|ENST00000483591|ENST00000675689|ENST00000473388|ENST00000495178|ENST00000646259"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"processed_transcript|processed_transcript|processed_transcript|processed_transcript|protein_coding|processed_transcript|processed_transcript|processed_transcript|processed_transcript|processed_transcript"	"ATXN1-212|ATXN1-207|ATXN1-215|ATXN1-203|ATXN1|ATXN1-206|ATXN1-214|ATXN1-204|ATXN1-209|ATXN1-213"	"GPL570"
"243473_at"	0.005766	0.000142	-4.10212174	0.900328	-0.229	"243473_at"	"SIK3"	"ENSG00000160584|ENST00000485363"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"SIK3|SIK3-211"	"GPL570"
"229804_x_at"	0.0058064	0.000143	4.09885497	0.890516	0.701	"229804_x_at"	"CBWD6"	"ENST00000611553|ENSG00000215126|ENST00000617917"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|retained_intron"	"CBWD6-211|CBWD6|CBWD6-215"	"GPL570"
"225002_s_at"	0.0057799	0.000143	-4.10075693	0.896228	-0.326	"225002_s_at"	"SUMF2"	"ENSG00000129103"	"gene"	"protein_coding"	"SUMF2"	"GPL570"
"209498_at"	0.0057799	0.000143	4.10070654	0.896077	0.632	"209498_at"	"CEACAM1"	"ENSG00000079385"	"gene"	"protein_coding"	"CEACAM1"	"GPL570"
"219421_at"	0.005804	0.000143	4.0992086	0.891578	0.689	"219421_at"	"TTC33"	"ENSG00000113638"	"gene"	"protein_coding"	"TTC33"	"GPL570"
"209174_s_at"	0.0058304	0.000144	-4.09669115	0.88402	-0.244	"209174_s_at"	"QRICH1"	"ENSG00000198218"	"gene"	"protein_coding"	"QRICH1"	"GPL570"
"223724_s_at"	0.0058119	0.000144	-4.09834018	0.888971	-0.345	"223724_s_at"	"STAG3L1"	"ENST00000619870|ENST00000404291"	"lnc_RNA|lnc_RNA"	"processed_transcript|processed_transcript"	"STAG3L1-204|STAG3L1-201"	"GPL570"
"228385_at"	0.0058139	0.000144	4.09800894	0.887976	0.463	"228385_at"	"DDX59"	"ENSG00000118197"	"gene"	"protein_coding"	"DDX59"	"GPL570"
"210145_at"	0.0058277	0.000144	4.09705849	0.885122	0.673	"210145_at"	"PLA2G4A"	"ENSG00000116711"	"gene"	"protein_coding"	"PLA2G4A"	"GPL570"
"227936_at"	0.0058453	0.000145	4.09568525	0.881	0.296	"227936_at"	"TMEM68"	"ENSG00000167904"	"gene"	"protein_coding"	"TMEM68"	"GPL570"
