""	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Probes"	"Symbol"	"Ensembl_id"	"Biotype1"	"Biotype2"	"Synonyms"	"Platform"
"ILMN_1781999"	0.13146159	0.00354	3.1342928	-1.9197	0.236	"ILMN_1781999"	"ABCF2"	"ENSG00000285292|ENSG00000033050"	"gene|gene"	"protein_coding|protein_coding"	"ABCF2-H2BE1|ABCF2"	"GPL6102"
"ILMN_1740265"	0.13180671	0.00355	3.1330085	-1.92273	0.269	"ILMN_1740265"	"ACOT7"	"ENSG00000097021"	"gene"	"protein_coding"	"ACOT7"	"GPL6102"
"ILMN_1792109"	0.13198559	0.00356	3.1322046	-1.92462	0.283	"ILMN_1792109"	"AFG3L1P"	"ENST00000427658|ENST00000418696|ENST00000436447|ENST00000457926|ENST00000437774|ENST00000388970|ENST00000458301|ENST00000355531"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"retained_intron|processed_transcript|processed_transcript|processed_transcript|processed_transcript|processed_transcript|processed_transcript|retained_intron"	"AFG3L1P-208|AFG3L1P-203|AFG3L1P-211|AFG3L1P-215|AFG3L1P-212|AFG3L1P-202|AFG3L1P-216|AFG3L1P-201"	"GPL6102"
"ILMN_1789088"	0.13271012	0.00359	3.1288028	-1.93262	0.135	"ILMN_1789088"	"RNF207"	"ENSG00000158286|ENST00000496676"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"RNF207|RNF207-209"	"GPL6102"
"ILMN_1791106"	0.13271012	0.00359	3.1290154	-1.93212	0.23	"ILMN_1791106"	"HEATR6"	"ENSG00000068097"	"gene"	"protein_coding"	"HEATR6"	"GPL6102"
"ILMN_1733183"	0.13271012	0.00359	-3.1286833	-1.93291	-1.22	"ILMN_1733183"	"BAIAP2L1"	"ENST00000462558|ENST00000479789|ENSG00000006453"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|protein_coding"	"BAIAP2L1-202|BAIAP2L1-204|BAIAP2L1"	"GPL6102"
"ILMN_1771317"	0.13325933	0.00361	3.1262513	-1.93862	0.21	"ILMN_1771317"	"SLC17A5"	"ENSG00000119899"	"gene"	"protein_coding"	"SLC17A5"	"GPL6102"
"ILMN_1728799"	0.13395901	0.00364	3.1239743	-1.94398	0.341	"ILMN_1728799"	"FBP1"	"ENSG00000165140"	"gene"	"protein_coding"	"FBP1"	"GPL6102"
"ILMN_1812759"	0.1342273	0.00365	3.1229266	-1.94644	0.19	"ILMN_1812759"	"GCH1"	"ENSG00000131979|ENST00000254299"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"GCH1|GCH1-201"	"GPL6102"
"ILMN_1761044"	0.13459176	0.00366	3.1213219	-1.95021	0.189	"ILMN_1761044"	"GNB1L"	"ENSG00000185838|ENST00000460402"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"GNB1L|GNB1L-205"	"GPL6102"
"ILMN_1668484"	0.13459506	0.00366	3.1210258	-1.95091	0.23	"ILMN_1668484"	"LRRC47"	"ENSG00000130764"	"gene"	"protein_coding"	"LRRC47"	"GPL6102"
"ILMN_1810235"	0.13459176	0.00366	3.1214722	-1.94986	0.189	"ILMN_1810235"	"ATP6V1E2"	"ENSG00000250565|ENST00000524249"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"ATP6V1E2|ATP6V1E2-206"	"GPL6102"
"ILMN_1775542"	0.13473384	0.00367	3.1201817	-1.95289	0.528	"ILMN_1775542"	"FCMR"	"ENST00000474041|ENSG00000162894"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"FCMR-204|FCMR"	"GPL6102"
"ILMN_1721833"	0.13473384	0.00368	3.119873	-1.95361	0.296	"ILMN_1721833"	"IER5"	"ENSG00000162783"	"gene"	"protein_coding"	"IER5"	"GPL6102"
"ILMN_1706935"	0.13517128	0.0037	3.1173634	-1.95951	0.198	"ILMN_1706935"	"CCDC136"	"ENSG00000128596|ENST00000480137"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"CCDC136|CCDC136-209"	"GPL6102"
"ILMN_1732534"	0.13517128	0.00371	-3.1162601	-1.9621	-0.39	"ILMN_1732534"	"CHMP5"	"ENST00000487080|ENSG00000086065"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"CHMP5-203|CHMP5"	"GPL6102"
"ILMN_1791067"	0.13517128	0.00371	3.1167674	-1.96091	0.263	"ILMN_1791067"	"TESK1"	"ENSG00000107140|ENST00000498522"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"TESK1|TESK1-205"	"GPL6102"
"ILMN_1810467"	0.13527066	0.00372	3.1154119	-1.96409	0.275	"ILMN_1810467"	"PPP2R1A"	"ENSG00000105568"	"gene"	"protein_coding"	"PPP2R1A"	"GPL6102"
"ILMN_1745076"	0.13527878	0.00372	3.1151051	-1.96481	0.357	"ILMN_1745076"	"CLINT1"	"ENST00000524306|ENST00000518855|ENSG00000113282"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"CLINT1-208|CLINT1-202|CLINT1"	"GPL6102"
"ILMN_1683475"	0.13526485	0.00372	3.1157125	-1.96338	0.32	"ILMN_1683475"	"TOMM40"	"ENSG00000130204"	"gene"	"protein_coding"	"TOMM40"	"GPL6102"
"ILMN_1815168"	0.13554408	0.00374	3.1135981	-1.96834	0.262	"ILMN_1815168"	"HVCN1"	"ENSG00000122986"	"gene"	"protein_coding"	"HVCN1"	"GPL6102"
"ILMN_1746206"	0.13554408	0.00374	3.1135089	-1.96855	0.179	"ILMN_1746206"	"CEP131"	"ENSG00000141577"	"gene"	"protein_coding"	"CEP131"	"GPL6102"
"ILMN_1769412"	0.13554408	0.00374	3.1136804	-1.96815	0.28	"ILMN_1769412"	"RAPGEF1"	"ENSG00000107263"	"gene"	"protein_coding"	"RAPGEF1"	"GPL6102"
"ILMN_1767256"	0.13745189	0.0038	3.1073034	-1.9831	0.204	"ILMN_1767256"	"MBTPS1"	"ENST00000562906|ENST00000562886|ENSG00000140943|ENST00000570064"	"lnc_RNA|lnc_RNA|gene|lnc_RNA"	"retained_intron|retained_intron|protein_coding|retained_intron"	"MBTPS1-205|MBTPS1-204|MBTPS1|MBTPS1-216"	"GPL6102"
"ILMN_1796216"	0.13745189	0.0038	3.1068628	-1.98414	0.367	"ILMN_1796216"	"VASH1"	"ENSG00000071246"	"gene"	"protein_coding"	"VASH1"	"GPL6102"
"ILMN_1752249"	0.13745189	0.00381	3.106491	-1.98501	0.351	"ILMN_1752249"	"PIEZO1"	"ENST00000484567|ENST00000521877|ENSG00000103335"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"PIEZO1-208|PIEZO1-214|PIEZO1"	"GPL6102"
"ILMN_1873030"	0.13753682	0.00381	-3.1059735	-1.98622	-0.0912	"ILMN_1873030"	"AP000424.1"	"ENSG00000253666|ENST00000665530|ENST00000653377|ENST00000521851|ENST00000523831"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"AP000424.1|AP000424.1-202|AP000424.1-203|AP000424.1-204|AP000424.1-205"	"GPL6102"
"ILMN_1710670"	0.137926	0.00383	3.1042069	-1.99036	0.14	"ILMN_1710670"	"CCZ1B"	"ENST00000467004|ENST00000468078|ENSG00000146574"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"CCZ1B-206|CCZ1B-207|CCZ1B"	"GPL6102"
"ILMN_1756255"	0.137926	0.00383	3.1042605	-1.99023	0.146	"ILMN_1756255"	"TMED4"	"ENSG00000158604"	"gene"	"protein_coding"	"TMED4"	"GPL6102"
"ILMN_1660232"	0.137926	0.00383	3.1040516	-1.99072	0.227	"ILMN_1660232"	"PEX5"	"ENSG00000139197"	"gene"	"protein_coding"	"PEX5"	"GPL6102"
"ILMN_1774890"	0.13808875	0.00384	3.1033207	-1.99244	0.268	"ILMN_1774890"	"LAS1L"	"ENSG00000001497|ENST00000677834|ENST00000677986|ENST00000678848|ENST00000679116|ENST00000678074|ENST00000678705|ENST00000679277|ENST00000677154|ENST00000678547|ENST00000679261|ENST00000679056|ENST00000678173"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron"	"LAS1L|LAS1L-210|LAS1L-212|LAS1L-220|LAS1L-223|LAS1L-213|LAS1L-218|LAS1L-225|LAS1L-209|LAS1L-215|LAS1L-224|LAS1L-222|LAS1L-214"	"GPL6102"
"ILMN_1695435"	0.13851105	0.00386	-3.1013137	-1.99714	-0.396	"ILMN_1695435"	"H2AC18"	"ENSG00000203812"	"gene"	"protein_coding"	"H2AC18"	"GPL6102"
"ILMN_1745329"	0.13845857	0.00386	3.1017391	-1.99614	0.181	"ILMN_1745329"	"PRR14"	"ENST00000567989|ENST00000565977|ENSG00000156858|ENST00000564946|ENST00000287463"	"lnc_RNA|lnc_RNA|gene|lnc_RNA|lnc_RNA"	"retained_intron|retained_intron|protein_coding|retained_intron|retained_intron"	"PRR14-210|PRR14-208|PRR14|PRR14-206|PRR14-201"	"GPL6102"
"ILMN_1754325"	0.13911804	0.00388	3.0988387	-2.00293	0.178	"ILMN_1754325"	"LRRC45"	"ENSG00000169683"	"gene"	"protein_coding"	"LRRC45"	"GPL6102"
"ILMN_1729212"	0.13901123	0.00388	-3.0996589	-2.00101	-0.0918	"ILMN_1729212"	"GRM8"	"ENST00000495315|ENST00000489939|ENSG00000179603"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|protein_coding"	"GRM8-215|GRM8-214|GRM8"	"GPL6102"
"ILMN_1655117"	0.13911804	0.00389	3.0983641	-2.00404	0.259	"ILMN_1655117"	"WDR19"	"ENST00000512588|ENST00000503733|ENST00000510315|ENST00000512534|ENSG00000157796"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|retained_intron|retained_intron|protein_coding"	"WDR19-217|WDR19-205|WDR19-211|WDR19-216|WDR19"	"GPL6102"
"ILMN_1699545"	0.13911804	0.00389	3.0982448	-2.00432	0.339	"ILMN_1699545"	"PCSK7"	"ENSG00000160613|ENST00000534529"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"PCSK7|PCSK7-214"	"GPL6102"
"ILMN_1690653"	0.13911804	0.00389	3.0983856	-2.00399	0.245	"ILMN_1690653"	"CDK2AP2"	"ENSG00000167797|ENST00000525402"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"CDK2AP2|CDK2AP2-202"	"GPL6102"
"ILMN_1740633"	0.1393325	0.0039	3.0970979	-2.007	0.628	"ILMN_1740633"	"PRF1"	"ENSG00000180644|ENST00000639390"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"PRF1|PRF1-204"	"GPL6102"
"ILMN_1678919"	0.1393325	0.0039	-3.0972598	-2.00662	-0.607	"ILMN_1678919"	"YOD1"	"ENSG00000180667"	"gene"	"protein_coding"	"YOD1"	"GPL6102"
"ILMN_1661347"	0.13964762	0.00391	3.0959568	-2.00967	0.233	"ILMN_1661347"	"IMP4"	"ENSG00000136718|ENST00000464432|ENST00000462392|ENST00000460766|ENST00000460100|ENST00000475074"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron"	"IMP4|IMP4-211|IMP4-210|IMP4-208|IMP4-207|IMP4-214"	"GPL6102"
"ILMN_1749868"	0.13993857	0.00393	3.0948836	-2.01218	0.223	"ILMN_1749868"	"FAM171A1"	"ENSG00000148468"	"gene"	"protein_coding"	"FAM171A1"	"GPL6102"
"ILMN_1726181"	0.14024618	0.00394	3.0931825	-2.01616	0.162	"ILMN_1726181"	"TIMM29"	"ENSG00000142444"	"gene"	"protein_coding"	"TIMM29"	"GPL6102"
"ILMN_1743646"	0.14024618	0.00395	-3.0925407	-2.01766	-0.482	"ILMN_1743646"	"VASP"	"ENSG00000125753"	"gene"	"protein_coding"	"VASP"	"GPL6102"
"ILMN_1803489"	0.14024618	0.00395	-3.092298	-2.01823	-0.656	"ILMN_1803489"	"RSL24D1"	"ENST00000677092|ENST00000677267|ENSG00000137876"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"RSL24D1-207|RSL24D1-210|RSL24D1"	"GPL6102"
"ILMN_1723916"	0.14024618	0.00395	3.092349	-2.01811	0.248	"ILMN_1723916"	"SPTLC1"	"ENST00000469778|ENSG00000090054"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"SPTLC1-204|SPTLC1"	"GPL6102"
"ILMN_1851377"	0.14027927	0.00396	-3.0911727	-2.02086	-0.0862	"ILMN_1851377"	"HDAC9"	"ENST00000425071|ENSG00000048052"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"HDAC9-209|HDAC9"	"GPL6102"
"ILMN_1674160"	0.14027927	0.00396	3.0912989	-2.02056	0.452	"ILMN_1674160"	"BIN1"	"ENST00000462958|ENSG00000136717"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"BIN1-212|BIN1"	"GPL6102"
"ILMN_1764794"	0.14024618	0.00396	3.0919057	-2.01914	0.224	"ILMN_1764794"	"PSMB2"	"ENSG00000126067|ENST00000630477"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"PSMB2|PSMB2-203"	"GPL6102"
"ILMN_1757910"	0.14024618	0.00396	3.0919292	-2.01909	0.122	"ILMN_1757910"	"HIP1R"	"ENST00000536772|ENSG00000130787|ENST00000535831|ENST00000452196"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|retained_intron|retained_intron"	"HIP1R-206|HIP1R|HIP1R-204|HIP1R-202"	"GPL6102"
"ILMN_1752478"	0.14043654	0.00397	3.0904677	-2.02251	0.361	"ILMN_1752478"	"DHRS3"	"ENSG00000162496"	"gene"	"protein_coding"	"DHRS3"	"GPL6102"
"ILMN_1686968"	0.14055907	0.00398	3.0898577	-2.02393	0.178	"ILMN_1686968"	"ZNF362"	"ENSG00000160094"	"gene"	"protein_coding"	"ZNF362"	"GPL6102"
"ILMN_1708041"	0.14187459	0.00402	3.0860238	-2.03289	0.51	"ILMN_1708041"	"PLEKHF1"	"ENSG00000166289"	"gene"	"protein_coding"	"PLEKHF1"	"GPL6102"
"ILMN_1660498"	0.14208239	0.00403	-3.0846347	-2.03613	-0.805	"ILMN_1660498"	"AC099560.1"	"ENSG00000231873|ENST00000665970"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC099560.1|AC099560.1-202"	"GPL6102"
"ILMN_1807283"	0.1420485	0.00403	-3.0850024	-2.03527	-0.362	"ILMN_1807283"	"NDST1"	"ENSG00000070614"	"gene"	"protein_coding"	"NDST1"	"GPL6102"
"ILMN_1780036"	0.14275998	0.00406	3.0822645	-2.04166	0.186	"ILMN_1780036"	"WDR1"	"ENSG00000071127"	"gene"	"protein_coding"	"WDR1"	"GPL6102"
"ILMN_1665526"	0.14299653	0.00407	3.0808251	-2.04502	0.24	"ILMN_1665526"	"TCEA2"	"ENST00000465111|ENST00000465433|ENST00000477783|ENST00000495168|ENST00000461072|ENST00000475236|ENSG00000171703"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|processed_transcript|processed_transcript|processed_transcript|processed_transcript|protein_coding"	"TCEA2-209|TCEA2-210|TCEA2-215|TCEA2-217|TCEA2-208|TCEA2-212|TCEA2"	"GPL6102"
"ILMN_1896686"	0.14299653	0.00407	-3.080824	-2.04502	-0.0893	"ILMN_1896686"	"GPC6"	"ENSG00000183098"	"gene"	"protein_coding"	"GPC6"	"GPL6102"
"ILMN_1685124"	0.14299653	0.00408	3.0797211	-2.0476	0.262	"ILMN_1685124"	"TCTN1"	"ENST00000460357|ENST00000491068|ENST00000481093|ENSG00000204852|ENST00000552038"	"lnc_RNA|lnc_RNA|lnc_RNA|gene|lnc_RNA"	"retained_intron|retained_intron|retained_intron|protein_coding|retained_intron"	"TCTN1-205|TCTN1-216|TCTN1-211|TCTN1|TCTN1-226"	"GPL6102"
"ILMN_1697348"	0.14299653	0.00409	3.0794289	-2.04828	0.31	"ILMN_1697348"	"BUD23"	"ENSG00000071462|ENST00000463307|ENST00000471215"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"BUD23|BUD23-213|BUD23-215"	"GPL6102"
"ILMN_1768349"	0.14314359	0.00409	3.0787614	-2.04983	0.123	"ILMN_1768349"	"SRSF10"	"ENSG00000188529|ENST00000341154"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"SRSF10|SRSF10-202"	"GPL6102"
"ILMN_1684623"	0.14299653	0.00409	-3.0795919	-2.0479	-0.0707	"ILMN_1684623"	"ZNF197"	"ENSG00000186448"	"gene"	"protein_coding"	"ZNF197"	"GPL6102"
"ILMN_1713550"	0.14299653	0.00409	3.0795914	-2.0479	0.213	"ILMN_1713550"	"LGR6"	"ENSG00000133067"	"gene"	"protein_coding"	"LGR6"	"GPL6102"
"ILMN_1673358"	0.14330776	0.00411	-3.0776424	-2.05244	-0.123	"ILMN_1673358"	"ARHGAP6"	"ENSG00000047648|ENST00000489330"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"ARHGAP6|ARHGAP6-206"	"GPL6102"
"ILMN_1684346"	0.14330776	0.00411	3.0775007	-2.05277	0.316	"ILMN_1684346"	"TNFAIP8L1"	"ENSG00000185361"	"gene"	"protein_coding"	"TNFAIP8L1"	"GPL6102"
"ILMN_1705151"	0.14384939	0.00413	3.0757842	-2.05678	0.32	"ILMN_1705151"	"SF3A3"	"ENSG00000183431"	"gene"	"protein_coding"	"SF3A3"	"GPL6102"
"ILMN_1821270"	0.1440856	0.00414	3.0746095	-2.05951	0.235	"ILMN_1821270"	"TRAJ41"	"ENSG00000211848"	"gene"	"TR_J_gene"	"TRAJ41"	"GPL6102"
"ILMN_1697286"	0.14518057	0.00418	3.0711662	-2.06754	0.263	"ILMN_1697286"	"SF3A1"	"ENSG00000099995"	"gene"	"protein_coding"	"SF3A1"	"GPL6102"
"ILMN_1678362"	0.14519189	0.00418	3.0708633	-2.06824	0.214	"ILMN_1678362"	"INO80"	"ENSG00000128908"	"gene"	"protein_coding"	"INO80"	"GPL6102"
"ILMN_1671337"	0.14540792	0.00419	-3.0694784	-2.07147	-0.359	"ILMN_1671337"	"SLC2A5"	"ENSG00000142583"	"gene"	"protein_coding"	"SLC2A5"	"GPL6102"
"ILMN_1673813"	0.14538527	0.00419	-3.070081	-2.07006	-0.107	"ILMN_1673813"	"DMD"	"ENST00000475732|ENST00000681654|ENSG00000198947"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|retained_intron|protein_coding"	"DMD-222|DMD-249|DMD"	"GPL6102"
"ILMN_1785570"	0.14543897	0.0042	3.069122	-2.0723	0.351	"ILMN_1785570"	"SUSD3"	"ENSG00000157303"	"gene"	"protein_coding"	"SUSD3"	"GPL6102"
"ILMN_1669044"	0.14554598	0.00421	3.068084	-2.07471	0.107	"ILMN_1669044"	"DIPK1B"	"ENSG00000165716"	"gene"	"protein_coding"	"DIPK1B"	"GPL6102"
"ILMN_1690112"	0.14554598	0.00421	-3.0680948	-2.07469	-0.33	"ILMN_1690112"	"LAT2"	"ENSG00000086730"	"gene"	"protein_coding"	"LAT2"	"GPL6102"
"ILMN_1747968"	0.14596296	0.00423	3.0666573	-2.07803	0.296	"ILMN_1747968"	"RBM33"	"ENSG00000184863"	"gene"	"protein_coding"	"RBM33"	"GPL6102"
"ILMN_1852384"	0.14641122	0.00424	3.0649401	-2.08203	0.158	"ILMN_1852384"	"ERC1"	"ENSG00000082805"	"gene"	"protein_coding"	"ERC1"	"GPL6102"
"ILMN_1808354"	0.14636612	0.00424	3.0653294	-2.08112	0.21	"ILMN_1808354"	"SLC4A7"	"ENSG00000033867"	"gene"	"protein_coding"	"SLC4A7"	"GPL6102"
"ILMN_1744862"	0.14659724	0.00426	3.0638928	-2.08447	0.108	"ILMN_1744862"	"TGFBR2"	"ENST00000673250|ENSG00000163513"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"TGFBR2-206|TGFBR2"	"GPL6102"
"ILMN_1898223"	0.14659724	0.00426	3.0636407	-2.08505	0.134	"ILMN_1898223"	"AC243830.2"	"ENSG00000275720|ENST00000618067"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC243830.2|AC243830.2-201"	"GPL6102"
"ILMN_1755658"	0.14671834	0.00427	3.0629421	-2.08668	0.321	"ILMN_1755658"	"ABI3"	"ENSG00000108798"	"gene"	"protein_coding"	"ABI3"	"GPL6102"
"ILMN_1694888"	0.14671834	0.00427	3.0627832	-2.08705	0.287	"ILMN_1694888"	"TAF2"	"ENSG00000064313"	"gene"	"protein_coding"	"TAF2"	"GPL6102"
"ILMN_1772697"	0.14735681	0.00429	-3.0607051	-2.09188	-0.175	"ILMN_1772697"	"KREMEN1"	"ENST00000479755|ENSG00000183762"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"KREMEN1-206|KREMEN1"	"GPL6102"
"ILMN_1743767"	0.14735681	0.0043	3.0600389	-2.09343	0.183	"ILMN_1743767"	"ZNF446"	"ENST00000391694|ENSG00000083838"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"ZNF446-202|ZNF446"	"GPL6102"
"ILMN_1797822"	0.14735681	0.0043	3.0601558	-2.09315	0.43	"ILMN_1797822"	"SEL1L3"	"ENST00000513416|ENSG00000091490"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"SEL1L3-210|SEL1L3"	"GPL6102"
"ILMN_1691425"	0.14735681	0.0043	3.0601235	-2.09323	0.162	"ILMN_1691425"	"RTL6"	"ENSG00000188636"	"gene"	"protein_coding"	"RTL6"	"GPL6102"
"ILMN_1671005"	0.14857744	0.00434	3.0566065	-2.1014	0.193	"ILMN_1671005"	"IRF2BP2"	"ENSG00000168264|ENST00000491430"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"IRF2BP2|IRF2BP2-203"	"GPL6102"
"ILMN_1662458"	0.14956064	0.00437	-3.0535376	-2.10853	-0.367	"ILMN_1662458"	"NDUFA6"	"ENSG00000184983"	"gene"	"protein_coding"	"NDUFA6"	"GPL6102"
"ILMN_1745784"	0.14940215	0.00437	-3.0542138	-2.10696	-0.226	"ILMN_1745784"	"ZNF324"	"ENSG00000083812"	"gene"	"protein_coding"	"ZNF324"	"GPL6102"
"ILMN_1717796"	0.14993959	0.00439	-3.0520282	-2.11203	-0.206	"ILMN_1717796"	"ITGAX"	"ENSG00000140678|ENST00000571644"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"ITGAX|ITGAX-207"	"GPL6102"
"ILMN_1669286"	0.14993959	0.00439	3.0522029	-2.11163	0.145	"ILMN_1669286"	"YWHAZ"	"ENST00000492736|ENSG00000164924"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"YWHAZ-213|YWHAZ"	"GPL6102"
"ILMN_1721535"	0.1500835	0.0044	3.0511222	-2.11414	0.112	"ILMN_1721535"	"COG5"	"ENSG00000164597"	"gene"	"protein_coding"	"COG5"	"GPL6102"
"ILMN_1748271"	0.1500835	0.0044	3.0512738	-2.11378	0.154	"ILMN_1748271"	"ATF2"	"ENSG00000115966"	"gene"	"protein_coding"	"ATF2"	"GPL6102"
"ILMN_1760509"	0.15008465	0.00441	3.0499134	-2.11694	0.605	"ILMN_1760509"	"EOMES"	"ENSG00000163508"	"gene"	"protein_coding"	"EOMES"	"GPL6102"
"ILMN_1707088"	0.15008465	0.00441	3.0499993	-2.11674	0.363	"ILMN_1707088"	"DENND2D"	"ENST00000468692|ENSG00000162777"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"DENND2D-204|DENND2D"	"GPL6102"
"ILMN_1652918"	0.15015338	0.00442	3.0490666	-2.11891	0.209	"ILMN_1652918"	"RHOF"	"ENSG00000139725"	"gene"	"protein_coding"	"RHOF"	"GPL6102"
"ILMN_1743711"	0.15114111	0.00447	3.0453528	-2.12752	0.195	"ILMN_1743711"	"XPOT"	"ENSG00000184575"	"gene"	"protein_coding"	"XPOT"	"GPL6102"
"ILMN_1744129"	0.15114111	0.00447	-3.0451827	-2.12791	-0.167	"ILMN_1744129"	"DTX2P1"	"ENSG00000265479|ENST00000636308|ENST00000584900|ENST00000579700"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"DTX2P1-UPK3BP1-PMS2P11|DTX2P1-UPK3BP1-PMS2P11-203|DTX2P1-UPK3BP1-PMS2P11-202|DTX2P1-UPK3BP1-PMS2P11-201"	"GPL6102"
"ILMN_1826471"	0.15114111	0.00447	3.0447034	-2.12902	0.225	"ILMN_1826471"	"PHLDB3"	"ENSG00000176531|ENST00000595498"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"PHLDB3|PHLDB3-203"	"GPL6102"
"ILMN_1799730"	0.15114111	0.00447	3.0448797	-2.12862	0.155	"ILMN_1799730"	"ARMCX3"	"ENSG00000102401"	"gene"	"protein_coding"	"ARMCX3"	"GPL6102"
"ILMN_1805477"	0.15114111	0.00448	3.044007	-2.13064	0.33	"ILMN_1805477"	"SH2D3C"	"ENSG00000095370"	"gene"	"protein_coding"	"SH2D3C"	"GPL6102"
"ILMN_1685574"	0.15114111	0.00448	3.0441077	-2.13041	0.199	"ILMN_1685574"	"TSC22D2"	"ENST00000460316|ENSG00000196428"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"TSC22D2-202|TSC22D2"	"GPL6102"
"ILMN_1733107"	0.15114111	0.00448	3.0445945	-2.12928	0.15	"ILMN_1733107"	"NOC4L"	"ENSG00000184967|ENST00000538784"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"NOC4L|NOC4L-203"	"GPL6102"
"ILMN_1677840"	0.15114111	0.00448	-3.0443828	-2.12977	-0.0829	"ILMN_1677840"	"CNOT1"	"ENSG00000125107"	"gene"	"protein_coding"	"CNOT1"	"GPL6102"
"ILMN_1754220"	0.15114111	0.00449	3.0435859	-2.13162	0.288	"ILMN_1754220"	"SF3A2"	"ENSG00000104897"	"gene"	"protein_coding"	"SF3A2"	"GPL6102"
"ILMN_1779376"	0.15114111	0.0045	-3.04297	-2.13304	-0.324	"ILMN_1779376"	"GSK3B"	"ENST00000474830|ENSG00000082701|ENST00000676566|ENST00000677502"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|processed_transcript|processed_transcript"	"GSK3B-204|GSK3B|GSK3B-206|GSK3B-229"	"GPL6102"
"ILMN_1664429"	0.15114111	0.0045	-3.0429356	-2.13312	-0.452	"ILMN_1664429"	"ROMO1"	"ENSG00000125995"	"gene"	"protein_coding"	"ROMO1"	"GPL6102"
"ILMN_1782129"	0.15114111	0.0045	3.0425311	-2.13406	0.185	"ILMN_1782129"	"ZBED4"	"ENSG00000100426"	"gene"	"protein_coding"	"ZBED4"	"GPL6102"
"ILMN_1798256"	0.15114111	0.0045	-3.0424343	-2.13428	-0.29	"ILMN_1798256"	"UPP1"	"ENST00000495446|ENSG00000183696|ENST00000482015"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|processed_transcript"	"UPP1-212|UPP1|UPP1-211"	"GPL6102"
